title,abstract,cited,rigor,novelty,grammar,replicability,accessibility,mathematics,computer_sciences,physical_sciences,chemical_sciences,earth_and_related_sciences,biological_sciences,other_natural_sciences,civil_engineering,electrical_engineering,mechanical_engineering,chemical_engineering,materials_engineering,environmental_engineering,evironmental_biotechnology,industrial_biotechnology,nano-technology,other_engineering_and_technologies,basic_medicine,clinical_medicine,health_sciences,medical_biotechnology,other_medical_sciences,agriculture_forestry_and_fisheries,animal_and_dairy_science,veterinary_science,agricultural_biotechnology,other_agricultural_sciences,psychology,economics_and_business,education,sociology,law,political_science,social_and_economic_geography,media_and_communications,other_social_sciences,history_and_archaeology,languages_and_literature,philosophy_ethics_and_religion,arts,other_humanities_and_the_arts,applied_research,conclusive_research,correlational_research,descriptive_research,ethnographic_research,experiment,exploratory_research,focus_groups,interviews,mixed_methods,observation,qualitative_research,quantitative_research,questionnaires,secondary_research,survey_methodology
Modeling tourism: A fully identified VECM approach,"System-based cointegration methods have become popular tools for economic analysis and forecasting. However, the identification of structural relationships is often problematic. Using a theory-directed sequential reduction method suggested by Hall, Henry and Greenslade [Hall, S. G., Henry, S., & Greenslade, J. (2002). On the identification of cointegrated systems in small samples: A modelling strategy with an application to UK wages and prices. Journal of Economic Dynamics and Control, 26, 1517–1537], we estimate a vector error correction model of Hawaii tourism, where both demand and supply-side influences are important. We identify reasonable long-run equilibrium relationships, and Diebold–Mariano tests for forecast accuracy demonstrate satisfactory forecasting performance.",1,high,low,0,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vulnerability and resilience in children during the COVID-19 pandemic,"BACKGROUND: The coronavirus disease 2019 (COVID-19) pandemic is having a profound impact on the health and development of children worldwide. There is limited evidence on the impact of COVID-19 and its related school closures and disease-containment measures on the psychosocial wellbeing of children; little research has been done on the characteristics of vulnerable groups and factors that promote resilience. METHODS: We conducted a large-scale cross-sectional population study of Hong Kong families with children aged 2–12 years. Parents completed an online survey on family demographics, child psychosocial wellbeing, functioning and lifestyle habits, parent–child interactions, and parental stress during school closures due to COVID-19. We used simple and multiple linear regression analyses to explore factors associated with child psychosocial problems and parental stress during the pandemic. RESULTS: The study included 29,202 individual families; of which 12,163 had children aged 2–5 years and 17,029 had children aged 6–12 years. The risk of child psychosocial problems was higher in children with special educational needs, and/or acute or chronic disease, mothers with mental illness, single-parent families, and low-income families. Delayed bedtime and/or inadequate sleep or exercise duration, extended use of electronic devices were associated with significantly higher parental stress and more psychosocial problems among pre-schoolers. CONCLUSIONS: This study identifies vulnerable groups of children and highlights the importance of strengthening family coherence, adequate sleep and exercise, and responsible use of electronic devices in promoting psychosocial wellbeing during the COVID-19 pandemic. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1007/s00787-020-01680-8) contains supplementary material, which is available to authorized users.",1,high,medium,0,1,high,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
Extra-respiratory manifestations of COVID-19,"Coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has become a global health threat. Although most patients with COVID-19 manifest fever and respiratory tract symptoms, SARS-CoV-2 infection may also involve other organs/systems and present with extra-respiratory manifestations, including cardiac, gastrointestinal, hepatic, renal, neurological, olfactory, gustatory, ocular, cutaneous and haematological symptoms. Occasionally, these extra-respiratory symptoms/signs represent the initial presentation of SARS-CoV-2 infection, prior to fever or respiratory manifestations. Therefore, this comprehensive review of the extra-respiratory manifestations of COVID-19 is intended to help clinicians better understand the range of clinical presentations associated with SARS-CoV-2 infection, allowing the consideration of COVID-19 in differential diagnoses. A screening test for SARS-CoV-2 should be performed when patients have these extra-respiratory manifestations. In addition, clinicians should be alerted to the adverse effects of anti-SARS-CoV-2 agents that can mimic the extra-respiratory manifestations of COVID-19. Moreover, some extra-respiratory manifestations, such as ocular and gastrointestinal involvement, may be caused by direct invasion of SARS-CoV-2. Therefore, protective measures should be taken while managing the associated clinical specimens. Finally, several extra-respiratory manifestations, such as cardiac involvement, acute kidney injury, coagulation disorders and thrombotic complications, could be associated with a poor prognosis.",1,high,high,0,1,high,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
Solubility-Weighted Index: fast and accurate prediction of protein solubility,"MOTIVATION: Recombinant protein production is a widely used technique in the biotechnology and biomedical industries, yet only a quarter of target proteins are soluble and can therefore be purified. RESULTS: We have discovered that global structural flexibility, which can be modeled by normalized B-factors, accurately predicts the solubility of 12 216 recombinant proteins expressed in Escherichia coli. We have optimized these B-factors, and derived a new set of values for solubility scoring that further improves prediction accuracy. We call this new predictor the ‘Solubility-Weighted Index’ (SWI). Importantly, SWI outperforms many existing protein solubility prediction tools. Furthermore, we have developed ‘SoDoPE’ (Soluble Domain for Protein Expression), a web interface that allows users to choose a protein region of interest for predicting and maximizing both protein expression and solubility. AVAILABILITY AND IMPLEMENTATION: The SoDoPE web server and source code are freely available at https://tisigner.com/sodope and https://github.com/Gardner-BinfLab/TISIGNER-ReactJS, respectively. The code and data for reproducing our analysis can be found at https://github.com/Gardner-BinfLab/SoDoPE_paper_2020. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.",1,high,high,0,1,high,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Vector competence of anthropophilic mosquitoes for a new mesonivirus in Senegal,"The mesoniviruses (MESOVs) belong to the newly described Mesoniviridae family (Order: Nidovirales). They have never been reported in Senegal until recently during a study in arbovirus emergence with the detection of a new species of MESOV named Dianke virus (DKV) from common mosquitoes from eastern Senegal. Actually, their vector competence for this newly described DKV is unknown. We, therefore, estimated the vector competence of Culex tritaeniorhynchus, Culex quinquefasciatus, Aedes aegypti, and Anopheles gambiae mosquitoes collected in Senegal for DKV using oral infection. Whole bodies, legs/wings, and saliva samples were tested for DKV by RT–PCR to estimate infection, dissemination, and transmission rates. The infectivity of virus particles in the saliva was confirmed by infecting C6/36 cells. Virus transmission rates were up to 95.45% in Culex tritaeniorhynchus, 28% in Cx. quinquefasciatus and 9.09% in Aedes aegypti. Viral particles in the saliva were confirmed infectious by C6/36 cell culture. An. gambiae was able to disseminate DKV only at 20 days post-infection. This study shows that Culex mosquitoes are more competent than Ae. aegypti for DKV, while Anopheles gambiae is not likely a competent vector.",1,high,high,0,1,high,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Influence of the probiotic Bacillus cereus var. toyoi on the intestinal immunity of piglets,"In a feeding trial, sows and piglets were fed with the probiotic bacterium Bacillus cereus var. toyoi as a feed additive, and the effects on immune cell populations were examined. The development of the gut immune system was determined for piglets at the ages of 14, 28, 35 and 56 days post partum. Tissue samples of the Jejunum and the continuous Peyer's patch were used for enumeration of intraepithelial lymphocyte populations by fluorescence activated flow cytometry and fluorescence microscopy. Both independent methods of investigation led to similar results: the population of intraepithelial CD8+ T cells was significantly enhanced in the probiotic group piglets (p ≤ 0.05), and the numbers of γδ T cells tended to be higher in the intestinal epithelium (p < 0.1) at the time of weaning (day 28). Lamina propria lymphocytes were also influenced by the treatment. Application of B. cereus var. toyoi resulted in significantly more CD25+ lymphocytes and γδ T cells in the probiotic group post-weaning. The occurrence of pathogenic Escherichia coli serogroups was also less frequent in the feces of piglets from the probiotic group. The finding that the CD8+ T cell population in the intestinal mucosa showed changes on day 28 indicated that the influence of B. cereus var. toyoi supplementation on the intestinal immune system started before weaning, an observation supported by changes in the intestinal microflora observed during the suckling-period. The results suggest that feeding of B. cereus var. toyoi to sows may result in beneficial effects on piglet health status independent of their feed supplementation.",1,high,high,0,1,high,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early histologic findings of pulmonary SARS-CoV-2 infection detected in a surgical specimen,"Despite the current pandemic season, reports on pathologic features of coronavirus disease 19 (Covid-19) are exceedingly rare at the present time. Here we describe the pathologic features of early lung involvement by Covid-19 in a surgical sample resected for carcinoma from a patient who developed SARS-CoV-2 infection soon after surgery. The main histologic findings observed were pneumocyte damage, alveolar hemorrhages with clustering of macrophages, prominent and diffuse neutrophilic margination within septal vessels, and interstitial inflammatory infiltrates, mainly represented by CD8+ T lymphocytes. These features are similar to those previously described in SARS-CoV-2 infection. Subtle histologic changes suggestive pulmonary involvement by Covid-19 may be accidentally encountered in routine pathology practice, especially when extensive sampling is performed for histology. These findings should be carefully interpreted in light of the clinical context of the patient and could prompt a pharyngeal swab PCR test to rule out the possibility of SARS-CoV-2 infection in asymptomatic patients.",1,high,low,0,0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COVID-19 versus seasonal influenza 2019–2020: USA,"Severe mitigation efforts in the USA to reduce the incidence of COVID-19 infections have led to a massive rise in unemployment, social disruption, and appear to be leading to a severe economic depression. In contrast, no such interventions were regarded as necessary to manage seasonal influenza in 2019–2020. Another mitigation approach is proposed for COVID-19 that would allow society to function and yet should still be effective.",1,low,high,1,0,medium,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immunomodulation for Severe COVID-19 Pneumonia: The State of the Art,"COVID-19 has become a worldwide pandemic caused by the novel coronavirus named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Severe cases of COVID-19 have accounted for 10–20% of all infections, leading to more than 500,000 deaths. Increasing evidence has suggested that the inflammatory cytokine storm originating from the anti-SARS-CoV-2 immune response plays an important role in the pathogenesis of critically ill patients with COVID-19, which leads to mixed antagonistic response syndrome (MARS). In the early stage of severe COVID-19, systemic inflammatory response syndrome causes acute respiratory distress syndrome, multiple organ dysfunction syndrome, and even multiple organ failure. In the late stage of severe disease, increased production of anti-inflammatory cytokines drives the immune response to become dominated by compensatory anti-inflammatory response syndrome, which leads to immune exhaustion and susceptibility to secondary infections. Therefore, precise immunomodulation will be beneficial for patients with severe COVID-19, and immunosuppressive or immune enhancement therapy will depend on the disease course and immune status. This review summarizes the current understanding of the immunopathogenesis of severe COVID-19, especially the role of the inflammatory cytokine storm in disease progression. Immune indicators and immunotherapy strategies for severe COVID-19 are reviewed and the potential implications discussed.",1,high,high,0,1,high,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Evidence of human coronavirus HKU1 and human bocavirus in Australian children,"Undiagnosed cases of respiratory tract disease suspected of an infectious aetiology peak during the winter months. Since studies applying molecular diagnostic assays usually report reductions in the number of undiagnosed cases of infectious disease compared to traditional techniques, we applied PCR assays to investigate the role of two recently described viruses, namely human coronavirus (HCoV) HKU1 and human bocavirus (HBoV), in a hospital-based paediatric population. Both viruses were found among Australia children with upper or lower respiratory tract disease during the autumn and winter of 2004, contributing to 21.1% of all microbial diagnoses, with individual incidences of 3.1% (HCoV-HKU1) and 5.6% (HBoV) among 324 specimens. HBoV was found to coincide with another virus in more than half of all instances and displayed a single genetic lineage, whilst HCoV-HKU1 was more likely to occur in the absence of another microbe and strains could be divided into two genetic lineages which we propose be termed HCoV-HKU1 type A and type B. Children under the age of 2 years were most at risk of infection by these viruses which contribute significantly to the microbial burden among patients with respiratory tract disease during the colder months.",1,high,high,0,0,high,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Factors of Streptococcus suis Infection in Vietnam. A Case-Control Study,"BACKGROUND: Streptococcus suis infection, an emerging zoonosis, is an increasing public health problem across South East Asia and the most common cause of acute bacterial meningitis in adults in Vietnam. Little is known of the risk factors underlying the disease. METHODS AND FINDINGS: A case-control study with appropriate hospital and matched community controls for each patient was conducted between May 2006 and June 2009. Potential risk factors were assessed using a standardized questionnaire and investigation of throat and rectal S. suis carriage in cases, controls and their pigs, using real-time PCR and culture of swab samples. We recruited 101 cases of S. suis meningitis, 303 hospital controls and 300 community controls. By multivariate analysis, risk factors identified for S. suis infection as compared to either control group included eating “high risk” dishes, including such dishes as undercooked pig blood and pig intestine (OR(1) = 2.22; 95%CI = [1.15–4.28] and OR(2) = 4.44; 95%CI = [2.15–9.15]), occupations related to pigs (OR(1) = 3.84; 95%CI = [1.32–11.11] and OR(2) = 5.52; 95%CI = [1.49–20.39]), and exposures to pigs or pork in the presence of skin injuries (OR(1) = 7.48; 95%CI = [1.97–28.44] and OR(2) = 15.96; 95%CI = [2.97–85.72]). S. suis specific DNA was detected in rectal and throat swabs of 6 patients and was cultured from 2 rectal samples, but was not detected in such samples of 1522 healthy individuals or patients without S. suis infection. CONCLUSIONS: This case control study, the largest prospective epidemiological assessment of this disease, has identified the most important risk factors associated with S. suis bacterial meningitis to be eating ‘high risk’ dishes popular in parts of Asia, occupational exposure to pigs and pig products, and preparation of pork in the presence of skin lesions. These risk factors can be addressed in public health campaigns aimed at preventing S. suis infection.",1,high,high,1,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1
Cutaneous signs in COVID‐19 patients: A review,"Coronavirus disease (COVID‐19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2) primarily affects the epithelium of the airways. With the increasing involvement of dermatologist in management of this crisis, cutaneous symptoms gained more and more attention. In this review, we will describe cutaneous symptoms of patients of all ages in association with COVID‐19. We will focus on such disorders that are caused by direct action of SARS‐CoV‐2 on tissues, complement, and coagulation system and on nonspecific eruption of the systemic viral infection. Drug‐induced reactions are only mentioned in the differential diagnoses. Although more systematic investigations are warranted, it becomes clear that some symptoms are clinical signs of a milder COVID‐19 course, while others are a red flag for a more severe course. Knowledge of the cutaneous manifestations of COVID‐19 may help in early diagnosis, triage of patients, and risk stratification.",1,medium,high,0,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subclinical Infection with Avian Influenza A H5N1 Virus in Cats,"Avian influenza A virus subtype H5N1 was transmitted to domestic cats by close contact with infected birds. Virus-specific nucleic acids were detected in pharyngeal swabs from 3 of 40 randomly sampled cats from a group of 194 animals (day 8 after contact with an infected swan). All cats were transferred to a quarantine station and monitored for clinical signs, virus shedding, and antibody production until day 50. Despite unfamiliar handling, social distress and the presence of other viral and nonviral pathogens that caused illness and poor health and compromised the immune systems, none of the cats developed clinical signs of influenza. There was no evidence of horizontal transmission to other cats because only 2 cats developed antibodies against H5N1 virus.",1,medium,low,0,0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Should Contact Bans Have Been Lifted More in Germany?: A Quantitative Prediction of Its Effects,"Many countries consider the lifting of restrictions of social contacts (RSC). We quantify the effects of RSC for Germany. We initially employ a purely statistical approach to predicting prevalence of Covid-19 if RSC had been upheld after 20 April. We employ these findings and feed them into our theoretical model. We find that the peak of the number of sick individuals would have been reached already end of April. The number of sick individuals would have fallen below 1000 at the beginning of July. If restrictions had been lifted completely on April 20, the number of sick should have risen quickly again from around 27 April. A balance between economic and individual costs of RSC and public health objectives consists in lifting RSC for activities that have high economic benefits but low health costs. In the absence of large-scale representative testing of CoV-2 infections, these activities can most easily be identified if federal states of Germany adopted exit strategies that differ across states.",1,medium,medium,1,0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Electronic Health Record Documentation of Psychiatric Assessments in Massachusetts Emergency Department and Outpatient Settings During the Coronavirus Disease 2019 (COVID-19) Pandemic,This cohort study investigates the documentation of psychiatric symptoms in narrative clinical notes as coronavirus disease 2019 (COVID-19) prevalence increased in eastern Massachusetts.,1,medium,low,0,0,medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Specific mutations in H5N1 mainly impact the magnitude and velocity of the host response in mice,"BACKGROUND: Influenza infection causes respiratory disease that can lead to death. The complex interplay between virus-encoded and host-specific pathogenicity regulators – and the relative contributions of each toward viral pathogenicity – is not well-understood. RESULTS: By analyzing a collection of lung samples from mice infected by A/Vietnam/1203/2004 (H5N1; VN1203), we characterized a signature of transcripts and proteins associated with the kinetics of the host response. Using a new geometrical representation method and two criteria, we show that inoculation concentrations and four specific mutations in VN1203 mainly impact the magnitude and velocity of the host response kinetics, rather than specific sets of up- and down- regulated genes. We observed analogous kinetic effects using lung samples from mice infected with A/California/04/2009 (H1N1), and we show that these effects correlate with morbidity and viral titer. CONCLUSIONS: We have demonstrated the importance of the kinetics of the host response to H5N1 pathogenesis and its relationship with clinical disease severity and virus replication. These kinetic properties imply that time-matched comparisons of ‘omics profiles to viral infections give limited views to differentiate host-responses. Moreover, these results demonstrate that a fast activation of the host-response at the earliest time points post-infection is critical for protective mechanisms against fast replicating viruses.",1,high,high,0,1,high,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Human Antibody Response to Dengue Virus Infection,"Dengue viruses (DENV) are the causative agents of dengue fever (DF) and dengue hemorrhagic fever (DHF). Here we review the current state of knowledge about the human antibody response to dengue and identify important knowledge gaps. A large body of work has demonstrated that antibodies can neutralize or enhance DENV infection. Investigators have mainly used mouse monoclonal antibodies (MAbs) to study interactions between DENV and antibodies. These studies indicate that antibody neutralization of DENVs is a “multi-hit” phenomenon that requires the binding of multiple antibodies to neutralize a virion. The most potently neutralizing mouse MAbs bind to surface exposed epitopes on domain III of the dengue envelope (E) protein. One challenge facing the dengue field now is to extend these studies with mouse MAbs to better understand the human antibody response. The human antibody response is complex as it involves a polyclonal response to primary and secondary infections with 4 different DENV serotypes. Here we review studies conducted with immune sera and MAbs isolated from people exposed to dengue infections. Most dengue-specific antibodies in human immune sera are weakly neutralizing and bind to multiple DENV serotypes. The human antibodies that potently and type specifically neutralize DENV represent a small fraction of the total DENV-specific antibody response. Moreover, these neutralizing antibodies appear to bind to novel epitopes including complex, quaternary epitopes that are only preserved on the intact virion. These studies establish that human and mouse antibodies recognize distinct epitopes on the dengue virion. The leading theory proposed to explain the increased risk of severe disease in secondary cases is antibody dependent enhancement (ADE), which postulates that weakly neutralizing antibodies from the first infection bind to the second serotype and enhance infection of FcγR bearing myeloid cells such as monocytes and macrophages. Here we review results from human, animal and cell culture studies relevant to the ADE hypothesis. By understanding how human antibodies neutralize or enhance DENV, it will be possible to better evaluate existing vaccines and develop the next generation of novel vaccines.",1,high,high,0,1,high,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0
Attenuation of an original US porcine epidemic diarrhea virus strain PC22A via serial cell culture passage,"Although porcine epidemic diarrhea (PED) has caused huge economic losses in the pork industry worldwide, an effective live, attenuated vaccine is lacking. In this study, an original US, highly virulent PED virus (PEDV) strain PC22A was serially passaged in Vero CCL81 and Vero BI cells. The virus growth kinetics in cell culture, virulence in neonatal pigs and the whole genomic sequences of selected passages were examined. Increased virus titers and sizes of syncytia were observed at the 65th passage level (P65) and P120, respectively. Based on the severity of clinical signs, histopathological lesions and the distribution of PEDV antigens in the gut, the virulence of P100 and above, but not P95C13 (CCL81), was markedly reduced in 4-day-old, caesarian-derived, colostrum-deprived piglets. Subsequently, the attenuation of P120 and P160 was confirmed in 4-day-old, conventional suckling piglets. Compared with P120, P160 replicated less efficiently in the intestine of pigs and induced a lower rate of protection after challenge. Sequence analysis revealed that the virulent viruses [P3 and P95C13 (CCL81)] had one, one, sixteen (including an early termination of nine amino acids) and two amino acid differences in non-structure protein 1 (nsp1), nsp4, spike and membrane proteins, respectively, from the fully attenuated P160. However, the overall pattern of attenuation-related genetic changes in PC22A differed from those of the other four pairs of PEDV wild type strains and their attenuated derivatives. These results suggest that PEDV attenuation can occur through multiple molecular mechanisms. The knowledge provides insights into potential molecular mechanisms of PEDV attenuation.",1,high,high,0,1,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Improving Mental Health Services: A 50-Year Journey from Randomized Experiments to Artificial Intelligence and Precision Mental Health,"This conceptual paper describes the current state of mental health services, identifies critical problems, and suggests how to solve them. I focus on the potential contributions of artificial intelligence and precision mental health to improving mental health services. Toward that end, I draw upon my own research, which has changed over the last half century, to highlight the need to transform the way we conduct mental health services research. I identify exemplars from the emerging literature on artificial intelligence and precision approaches to treatment in which there is an attempt to personalize or fit the treatment to the client in order to produce more effective interventions.",1,medium,high,0,0,high,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detection of human rhinovirus C in fecal samples of children with gastroenteritis,"BACKGROUND: Despite recent discovery of the novel human rhinovirus species, HRV-C, little is known about the association of HRV-C in diseases other than respiratory tract infections. OBJECTIVES: To investigate the presence of HRV-C in fecal samples of children with gastroenteritis. STUDY DESIGN: 734 fecal samples from hospitalized children with gastroenteritis were subject to picornavirus detection by RT-PCR of the conserved 5′-NCR. Positive samples were subject to VP4 and 3D(pol) gene analysis for species determination. The clinical and molecular epidemiology of HRV-C and other picornaviruses was analyzed. RESULTS: Picornaviruses were detected in 113 (15.4%) of 734 fecal samples from children with gastroenteritis by RT-PCR of 5′-NCR, with 58 containing potential HRVs and 55 containing other enteroviruses. PCR of the VP4 and 3D(pol) regions was positive in 21 and 19 samples respectively (both regions positive in 8 samples). Sequencing analysis showed the presence of HRV-C in four samples, and diverse picornaviruses including HRV-A (n = 2), HEV-A (n = 2), HEV-B (n = 2), HEV-C (n = 21) and HPeV (n = 2) in other samples, with co-detection of HRV-C and HPeV in one sample. Of the four children with HRV-C detected in fecal samples, three presented with diarrhea in the absence of respiratory symptoms, while one also had acute bronchiolitis. The four HRV-C strains from fecal samples belonged to the existing clade of diverse HRV-C genotypes, indistinguishable from previous respiratory strains. CONCLUSIONS: HRV-C can be detected in fecal samples of children with gastroenteritis, in the absence of respiratory symptoms. This study also represented the first to detect HPeV in our population.",1,medium,medium,1,1,high,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0
